hypervolume,spacing,spread,n_solutions,algorithm,run,instance,time_s
10591351034.32307,60.629294383808976,0.8657545095683767,17,RVEA,20,route3_202,17.055574655532837
19040842791.671402,44.42243793145797,0.9262502935860861,20,RVEA,21,route3_202,16.353397130966187
14991796892.891504,16.039728585190083,0.927093892865222,27,RVEA,22,route3_202,16.223959922790527
9992284810.977905,44.605828067002456,0.9191139853924045,24,RVEA,23,route3_202,16.349746227264404
11053100043.260452,52.54344364524277,0.9590068417605865,30,RVEA,24,route3_202,16.651313543319702
10633308329.856182,48.67374791929114,0.8691393479656055,23,RVEA,25,route3_202,16.71415400505066
13198341543.131763,32.25421060875704,0.907255661754928,18,RVEA,26,route3_202,16.62567949295044
13888311466.98986,19.321952302005535,0.7852187789373072,21,RVEA,27,route3_202,16.52956533432007
16056227072.295563,20.635135382514104,0.9451282826601801,23,RVEA,28,route3_202,16.71992802619934
11579311598.2292,34.128310079334334,0.9276281564297499,23,RVEA,29,route3_202,16.984508991241455
